base-client_energy_consumed-mean,base-client_energy_consumed-std,base-client_energy_consumed-wilcoxon_p-value,base-server_energy_consumed-mean,base-server_energy_consumed-std,base-server_energy_consumed-wilcoxon_p-value,compression-client_energy_consumed-mean,compression-client_energy_consumed-std,compression-client_energy_consumed-wilcoxon_p-value,compression-server_energy_consumed-mean,compression-server_energy_consumed-std,compression-server_energy_consumed-wilcoxon_p-value,index-client_energy_consumed-mean,index-client_energy_consumed-std,index-client_energy_consumed-wilcoxon_p-value,index-server_energy_consumed-mean,index-server_energy_consumed-std,index-server_energy_consumed-wilcoxon_p-value,index-compression-client_energy_consumed-mean,index-compression-client_energy_consumed-std,index-compression-client_energy_consumed-wilcoxon_p-value,index-compression-server_energy_consumed-mean,index-compression-server_energy_consumed-std,index-compression-server_energy_consumed-wilcoxon_p-value,base-execution-mean-time,compression-execution-mean-time,index-execution-mean-time,index-compression-execution-mean-time
75.40924879999999,230.0607182106666,N/A,162577.5451909,251180.9539887889,N/A,230.39417336666668,368.20484885763494,0.07446183141740546,158465.27278583337,232098.55157286994,0.338741784915328,57.92580286666667,174.4400399816102,0.6001794871405538,74068.76904906666,130528.55866125785,3.725290298461914e-09,54.17115026666667,165.7758229977974,0.6858304344516057,56103.39873753334,122222.18234079164,1.862645149230957e-09,94.03333333333333,92.96666666666667,91.43333333333334,77.53333333333333
115.70277039999999,442.1883283711687,N/A,1240290.7503639,211746.87540297245,N/A,172.57789799999998,399.2666422864113,0.44126813332892967,1152978.5653451001,197827.49301825,1.862645149230957e-09,104.35203059999999,249.03959707675955,0.779434528427275,737527.6744057665,128070.03168110695,1.862645149230957e-09,167.66142066666666,419.86347101550007,0.463071015014588,562433.3778937666,99741.53811879814,1.862645149230957e-09,427.6666666666667,401.96666666666664,420.46666666666664,337.06666666666666
852.4777501666666,3077.4246497354025,N/A,1146228.5688386,30929.64560795758,N/A,1031.8695308666668,3539.474124844441,0.11666446478102344,1191766.5833611332,16740.541606420098,4.421919584274292e-06,712.0003501,2529.7545792069186,0.32698934959801507,1194828.0652295998,82125.3978492659,3.7904828786849976e-06,773.3460069666668,2957.8541354771737,0.3328797545683888,1084858.4275863334,93746.21992518054,6.146728992462158e-08,405.3333333333333,408.73333333333335,404.0,394.56666666666666
249.33947990000004,936.9443231316736,N/A,880469.2248402666,53439.88893069716,N/A,451.2657312666667,1388.5817269074728,0.10974463874701328,869171.4177072999,66106.9827674818,0.04048972204327583,4013.314302166667,20016.018668452856,0.44126813332892967,252911.41890760002,176219.7189893884,3.725290298461914e-09,384.2695583,1485.8829011041414,0.32698934959801507,244601.7307738,153770.806072172,1.862645149230957e-09,296.06666666666666,272.8666666666667,140.16666666666666,143.3
119.7777042,242.15178366677318,N/A,1929428.3745052665,208280.289104255,N/A,93.39173286666667,262.30004900611686,0.2626182904425206,1866143.4654442,194804.32475655898,1.862645149230957e-09,110.80134539999999,315.1208306548572,0.7353166906373405,1647139.2367823333,266470.71440799016,1.862645149230957e-09,110.67952116666667,234.61030877054003,0.4445867389117455,1583806.3971073667,257411.94644634041,1.862645149230957e-09,621.5333333333333,589.1,507.6,517.8333333333334
3497.9417693,18353.730907190587,N/A,447181.5919973,274019.40563822165,N/A,102.9409808,278.7093792901263,0.23672357063785732,446971.0122027333,272350.88260581443,0.685047073289752,83.58000410000001,259.3121248172888,0.6001794871405538,440773.26262563345,231424.3358241412,0.8871948085725307,119.38764043333332,403.08704107299394,0.24886387493792206,413008.02166533325,215463.78086063816,4.4075772166252136e-05,175.76666666666668,174.56666666666666,173.63333333333333,173.26666666666668
4450.269435666666,21398.415720071436,N/A,6787402.960175302,49593.282386767736,N/A,3849.1823261666664,18420.409150282776,0.499656379643342,6885866.9126116,901345.1415126,0.9676735773682594,3209.1260243,16229.508975237117,0.025842854459788903,5893707.746421634,284149.6460381233,1.862645149230957e-09,3112.7012385333337,15193.652020152089,0.06150392570318533,5612586.440367401,270863.25153588795,1.862645149230957e-09,2156.766666666667,2095.4333333333334,1646.5666666666666,1628.4333333333334
3152.9309263666664,16696.23561824878,N/A,8306219.716734132,408081.2141110415,N/A,2995.7712977333335,15097.02842919769,0.2845026979112075,8217086.349492433,345937.3960221896,0.0009517744183540344,6364.914307233334,23957.324057749276,0.13941397332153205,7718430.481322666,1199945.8775390845,0.024786051362752914,2367.1937244,12076.654046856127,0.5937116848746409,8134987.403684066,137904.5263831504,3.7904828786849976e-06,2726.4333333333334,2593.7,2344.8333333333335,2298.2
9876.589792766668,52217.389404842,N/A,1282728.970812667,260638.24838782463,N/A,9248.139449133334,48614.826128261215,0.6120898800892568,1211128.1596452666,145195.09061198027,1.862645149230957e-08,7237.623435866667,38359.23909740883,0.5146697234497355,77081.31152513331,361356.046949285,1.862645149230957e-09,9669.752741733331,51145.677265805236,0.6744240722352938,41631.35689173334,177292.93183218353,1.862645149230957e-09,412.53333333333336,392.96666666666664,29.4,29.866666666666667
61.09178676666667,184.56383586229444,N/A,2550966.846032934,118347.76063335499,N/A,116.53510373333332,274.33201249988144,0.4838398513935682,2605554.346863133,118497.01766385653,2.60770320892334e-08,35.62395143333333,133.35961237467276,0.27332167829229814,2852243.5005719336,143129.21545337155,3.7904828786849976e-06,130.9377663,231.23287311225832,0.47690655496758394,2734762.9626598665,132887.81879920262,3.7904828786849976e-06,1316.9333333333334,1254.2666666666667,1389.0333333333333,1394.5666666666666
214.76882246666668,592.6938829424727,N/A,1609359.0969156001,193350.58226553255,N/A,97.41233966666667,273.3948783496373,0.5754030229127536,1537532.5636902335,187103.46280061596,1.862645149230957e-09,143.18936546666663,339.3112373047874,0.5754030229127536,1653688.5600855,170324.6922450002,3.5390257835388184e-08,397.68647123333335,1850.4414626622756,0.7353166906373405,1472481.2762798332,141613.4698010077,1.6391277313232422e-07,479.06666666666666,463.8,470.96666666666664,457.2
3204.7511138999994,3311.140296105008,N/A,177836827.41236928,1017669.8480206393,N/A,3360.0143869333333,2448.1870963010547,0.4771064817905426,189669721.2175652,1894057.581697236,1.862645149230957e-09,735.5730741666666,2260.168340705595,0.00066005730151749,88266.51168940002,291048.9676578952,1.862645149230957e-09,386.8594035333333,1598.1500772492577,3.460317162747565e-05,79601.66683046667,267878.8676485879,1.862645149230957e-09,84664.13333333333,84212.23333333334,50.333333333333336,51.53333333333333
